Issuer,Ticker,Coupon,Maturity,Issue Date,ISIN,Principal Currency,Country of Issue,Issuer Type,Instrument Type,Coupon Type,Amount Issued (USD),Bond Grade,Yield to Maturity,Option Adjusted Spread,Amount Outstanding,Parent Domicile,Sector,Rating,Actual,Outlook,Watch,Scope
BNP Paribas SA,BNPP,0.3670,27/02/2023,27/02/2018,JP525017AJ20,Japanese Yen,Japan,Corporate,Bond,Plain Vanilla Fixed Coupon,"285,498,489",Investment Grade,0.6710000,79.9,"37,800,000,000",France,Banking,A+,Actual,Rating Outlook Stable,,Foreign
LVMH Moet Hennessy Louis Vuitton SE,LVMH,0.1250,27/02/2023,27/02/2019,FR0013405347,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"750,396,638",Investment Grade,6.1217430,354.3,"700,000,000",France,Conglomerate/Diversified Mfg,WD,Actual,,,Foreign
BNP Paribas SA,BNPP,0.0000,27/02/2023,29/11/2020,FR0014000TO5,Euro,Eurobond,Corporate,Note,Zero Coupon,"187,599,159",Investment Grade,3.5934070,98.5,"175,000,000",France,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Barclays Bank PLC,BARCR,0.0000,27/02/2023,17/02/2021,XS2305236817,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"321,598,559",Investment Grade,2.6122730,4.2,"300,000,000",United Kingdom,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Atlas Copco AB,ATCO,2.5000,27/02/2023,27/02/2013,XS0896144655,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.8088290,122.0,"313,835,000",Sweden,Conglomerate/Diversified Mfg,A+,Actual,Rating Outlook Stable,,Foreign
ING Bank NV,INGABK,0.3290,27/02/2023,28/02/2016,XS1373214243,Euro,Eurobond,Corporate,Covered Bond (Other),Plain Vanilla Fixed Coupon,"455,597,958",Investment Grade,2.8468880,21.2,"425,000,000",Netherlands,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Mediobanca Banca di Credito Finanziario SpA,MDBI,1.9080,27/02/2023,28/02/2016,IT0005162448,Euro,Italy,Corporate,Bond,Fixed then Floating,"61,210,925",Investment Grade,3.7998890,--,"57,100,000",Italy,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
Wyeth LLC,PFEWY,7.2500,28/02/2023,28/02/1993,US026609AC14,US Dollar,United States,Corporate,Debenture,Plain Vanilla Fixed Coupon,"250,000,000",Investment Grade,4.1235690,8.5,"250,000,000",United States,Pharmaceuticals,A,Actual,Rating Outlook Positive,,Foreign
Dow Chemical Co,DOWDC,7.3750,28/02/2023,2/03/1993,US260543BE23,US Dollar,United States,Corporate,Debenture,Plain Vanilla Fixed Coupon,"150,000,000",Investment Grade,5.6728430,190.6,"120,711,000",United States,Chemicals,BBB+,Actual,Rating Outlook Positive,,Foreign
Marathon Oil Corp,MRO,8.5000,28/02/2023,2/03/1993,US902905AN89,US Dollar,United States,Corporate,Debenture,Plain Vanilla Fixed Coupon,"150,000,000",Investment Grade,4.9118260,101.1,"70,360,000",United States,Oil and Gas,BBB-,Actual,Rating Outlook Positive,,Foreign
Cigna Holding Co,CIHOL,7.6500,28/02/2023,10/03/1993,US125509AH28,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"100,000,000",Investment Grade,5.4499110,164.4,"53,899,000",United States,Life Insurance,BBB+,Actual,Rating Outlook Stable,,Foreign
CCO Holdings LLC,CHTRCO,4.0000,28/02/2023,16/10/2017,USU12501AW95,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",High Yield,9.8441350,707.5,"500,000,000",United States,Cable/Media,BB+,Actual,Rating Outlook Stable,,Foreign
CCO Holdings LLC,CHTRCO,4.0000,28/02/2023,16/10/2017,US1248EPBZ52,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",High Yield,6.9920210,343.0,"500,000,000",United States,Cable/Media,BB+,Actual,Rating Outlook Stable,,Foreign
Santander Consumer Bank AS,SANCNB,0.7500,28/02/2023,28/02/2018,XS1781346801,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,2.8373750,23.3,"500,000,000",Spain,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Intesa Sanpaolo SpA,ISP,0.5290,28/02/2023,28/02/2018,XS1783247569,Japanese Yen,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"30,211,480",Investment Grade,1.9654150,248.8,"4,000,000,000",Italy,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
Ryder System Inc,R,3.4000,28/02/2023,25/02/2018,US78355HKG38,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"450,000,000",Investment Grade,4.6418970,69.5,"450,000,000",United States,Service - Other,BBB+,Actual,Rating Outlook Stable,,Foreign
Boeing Co,BA,2.8000,28/02/2023,22/02/2018,US097023BW42,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"350,000,000",Investment Grade,4.7826870,91.7,"350,000,000",United States,Aerospace,BBB-,Actual,Rating Outlook Stable,,Foreign
Oversea-Chinese Banking Corporation Ltd,OCBC,0.3750,28/02/2023,28/02/2018,XS1784059930,Euro,Eurobond,Corporate,Covered Bond (Other),Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,2.6137920,-0.8,"500,000,000",Singapore,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
BNP Paribas SA,BNPP,3.5000,28/02/2023,28/02/2018,US09659X2E17,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,4.9359290,109.6,"1,500,000,000",France,Banking,A+,Actual,Rating Outlook Stable,,Foreign
BNP Paribas SA,BNPP,3.5000,28/02/2023,28/02/2018,US09659W2E35,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,4.8814560,104.0,"1,500,000,000",France,Banking,A+,Actual,Rating Outlook Stable,,Foreign
JFE Holdings Inc,JFEHLG,0.1100,28/02/2023,28/02/2018,JP338603AJ36,Japanese Yen,Japan,Corporate,Bond,Plain Vanilla Fixed Coupon,"75,528,700",Investment Grade,0.0810000,26.8,"10,000,000,000",Japan,Metals/Mining,WD,Actual,,,Foreign
Starbucks Corp,SBUX,3.1000,28/02/2023,27/02/2018,US855244AN97,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,4.3746750,43.2,"1,000,000,000",United States,Restaurants,WD,Actual,Rating Outlook Stable,,Foreign
Cargill Inc,CARGI,3.2500,28/02/2023,28/02/2018,US141781BG81,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,4.6925830,75.3,"500,000,000",United States,Food Processors,A,Actual,Rating Outlook Stable,,Foreign
Cargill Inc,CARGI,3.2500,28/02/2023,28/02/2018,USU14178EB60,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,4.7424400,84.9,"500,000,000",United States,Food Processors,A,Actual,Rating Outlook Stable,,Foreign
Caterpillar Financial Services Corp,CATTP,0.2500,28/02/2023,28/02/2021,US14913R2J59,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,4.2628300,24.8,"1,000,000,000",United States,Leasing,A,Actual,Rating Outlook Stable,,Foreign
Fidelity National Information Services Inc,FIS,0.3750,28/02/2023,1/03/2021,US31620MBP05,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",Investment Grade,4.3130650,35.8,"750,000,000",United States,Information/Data Technology,BBB,Actual,Rating Outlook Stable,,Foreign
NextEra Energy Capital Holdings Inc,NEEEX,0.6500,28/02/2023,16/03/2021,US65339KBU34,US Dollar,United States,Corporate,Debenture,Plain Vanilla Fixed Coupon,"2,000,000,000",Investment Grade,18.7322670,"1,833.1","2,000,000,000",United States,Financial - Other,A-,Actual,Rating Outlook Stable,,Foreign
NextEra Energy Capital Holdings Inc,NEEEX,4.8020,28/02/2023,16/03/2021,US65339KBV17,US Dollar,United States,Corporate,Debenture,Fixed Margin over Index,"500,000,000",Investment Grade,5.5993480,--,"500,000,000",United States,Financial - Other,A-,Actual,Rating Outlook Stable,,Foreign
Orange SA,ORAN,2.5000,28/02/2023,13/09/2012,XS0827999318,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,2.9625970,36.0,"500,000,000",France,Telecommunications,BBB+,Actual,Rating Outlook Stable,,Foreign
Kellogg Co,K,2.7500,28/02/2023,13/02/2013,US487836BL11,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"400,000,000",Investment Grade,4.8436890,99.5,"210,909,000",United States,Food Processors,WD,Actual,,,Foreign
Arrow Electronics Inc,ARW,4.5000,28/02/2023,19/02/2013,US042735BC33,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"300,000,000",Investment Grade,4.7530620,88.6,"300,000,000",United States,Electronics,BBB-,Actual,Rating Outlook Stable,,Foreign
National Fuel Gas Co,NFG,3.7500,28/02/2023,14/02/2013,US636180BL49,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.4910130,176.8,"350,000,000",United States,Gas Utility - Local Distrib,BBB,Actual,Rating Outlook Stable,,Foreign
Citigroup Inc,C,3.3750,28/02/2023,19/02/2013,US172967GL98,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,4.7823690,92.1,"366,226,000",United States,Banking,A,Actual,Rating Outlook Stable,,Foreign
Travel + Leisure Co,TNLXX,3.9000,28/02/2023,21/02/2013,US98310WAL28,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"400,000,000",High Yield,12.7203250,"1,065.8","400,000,000",United States,Lodging,BB-,Actual,Rating Outlook Negative,,Foreign
Whirlpool Corp,WHR,3.7000,28/02/2023,26/02/2013,US96332HCF47,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"250,000,000",Investment Grade,4.9933820,117.5,"250,000,000",United States,Electronics,BBB,Actual,Rating Outlook Negative,,Foreign
PepsiCo Inc,PEP,2.7500,28/02/2023,27/02/2013,US713448CG16,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,250,000,000",Investment Grade,5.5427340,183.6,"1,250,000,000",United States,Beverage/Bottling,WD,Actual,,,Foreign
Caterpillar Financial Services Corp,CATTP,2.6250,28/02/2023,27/02/2013,US14912L5Q03,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"350,000,000",Investment Grade,4.5022730,53.0,"350,000,000",United States,Leasing,A,Actual,Rating Outlook Stable,,Foreign
Jaguar Land Rover Automotive PLC,TAMOJL,3.8750,28/02/2023,23/02/2015,XS1195502031,British Pound,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"485,401,548",High Yield,10.2963450,840.7,"400,000,000",India,Automotive Manufacturer,WD,Actual,,,Foreign
Jaguar Land Rover Automotive PLC,TAMOJL,3.8750,28/02/2023,23/02/2015,XS1195503351,British Pound,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"485,401,548",High Yield,10.2963450,840.7,"400,000,000",India,Automotive Manufacturer,WD,Actual,,,Foreign
Tyco Electronics Group SA,TELXT,1.1000,28/02/2023,26/02/2015,XS1196173089,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"589,597,358",Investment Grade,3.4250050,83.0,"550,000,000",Switzerland,Electronics,A-,Actual,Rating Outlook Stable,,Foreign
Digicel Ltd,DIINVC,6.7500,28/02/2023,2/03/2015,USG27649AG04,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"925,000,000",High Yield,"4,473.7662340",--,"925,000,000",,Financial - Other,CCC-,Actual,,,Foreign
Digicel Ltd,DIINVC,6.7500,28/02/2023,2/03/2015,US25380QAH20,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"925,000,000",High Yield,"4,473.7662340",--,"925,000,000",,Financial - Other,CCC-,Actual,,,Foreign
DNB Bank ASA,DNB,1.1250,28/02/2023,29/02/2016,XS1371969483,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"803,996,398",Investment Grade,2.6976550,9.1,"750,000,000",Norway,Banking,WD,Actual,,,Foreign
Johnson & Johnson,JNJ,2.0500,28/02/2023,29/02/2016,US478160BT00,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,4.6061010,71.1,"500,000,000",United States,Health Care Supply,WD,Actual,,,Foreign
Exxon Mobil Corp,XOM,2.7260,28/02/2023,2/03/2016,US30231GAR39,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,250,000,000",Investment Grade,5.0415960,123.9,"1,250,000,000",United States,Oil and Gas,WD,Actual,,,Foreign
Anixter Inc,AXEA,5.5000,28/02/2023,19/05/2016,US035287AG69,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"350,000,000",High Yield,29.0580750,"3,208.9","58,636,000",United States,Electronics,WD,Actual,,,Foreign
Landesbank Hessen Thueringen Girozentrale,HLBG,0.3000,28/02/2023,31/08/2016,DE000HLB3PR1,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"107,199,519",Investment Grade,3.5788330,98.6,"100,000,000",Germany,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Mitsubishi UFJ Financial Group Inc,MTFGI,3.4550,1/03/2023,1/03/2018,US606822AT15,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,4.9021570,100.8,"1,500,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Mitsubishi UFJ Financial Group Inc,MTFGI,5.5186,1/03/2023,1/03/2018,US606822AS32,US Dollar,United States,Corporate,Note,Fixed Margin over Index,"750,000,000",Investment Grade,4.7812260,--,"750,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Banco BPI SA,BBPI,2.3730,1/03/2023,1/03/2018,PTBPITOM0017,Euro,Portugal,Corporate,Obrigacao Hipotecaria (Covered Bond),Fixed Margin over Index,"321,598,559",Investment Grade,2.6245340,--,"300,000,000",Spain,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
Bocom Leasing Management Hong Kong Co Ltd,BKCOLK,5.6086,1/03/2023,1/03/2020,XS2123956091,US Dollar,Eurobond,Corporate,Note,Fixed Margin over Index,"300,000,000",Investment Grade,5.5239430,--,"300,000,000",China (Mainland),Financial - Other,A,Actual,Rating Outlook Stable,,Foreign
BNP Paribas SA,BNPP,0.0000,1/03/2023,1/03/2020,FR0013488384,Euro,Eurobond,Corporate,Note,Zero Coupon,"106,749,789",Investment Grade,--,--,"100,000,000",France,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Centerpoint Energy Resources Corp,CNPRC,0.7000,1/03/2023,1/03/2021,US15189WAM29,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"700,000,000",Investment Grade,5.2321190,139.9,"700,000,000",United States,Gas Utility - Local Distrib,A-,Actual,Rating Outlook Stable,,Foreign
Centerpoint Energy Resources Corp,CNPRC,5.2786,1/03/2023,1/03/2021,US15189WAN02,US Dollar,United States,Corporate,Note,Fixed Margin over Index,"1,000,000,000",Investment Grade,5.2213340,--,"575,000,000",United States,Gas Utility - Local Distrib,A-,Actual,Rating Outlook Stable,,Foreign
Barclays Bank PLC,BARCR,0.0000,1/03/2023,1/09/2021,XS2302118091,Japanese Yen,Eurobond,Corporate,Note,Zero Coupon,"679,758,308",Investment Grade,0.5176190,77.6,"90,000,000,000",United Kingdom,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Bayerische Landesbank,BLGG,1.7500,1/03/2023,1/09/2015,DE000BLB3QE3,Euro,Germany,Corporate,Inhaberschuldverschreibung,Fixed Margin over Index,"107,199,519",Investment Grade,3.8631720,--,"100,000,000",Germany,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Times China Holdings Ltd,TIMCH,6.6000,1/03/2023,29/11/2017,XS1725308859,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"300,000,000",High Yield,"9,000.0000000",--,"300,000,000",,Service - Other,WD,Actual,,,Foreign
UniCredit SpA,CRDI,6.0400,2/03/2023,2/03/2008,XS0348222802,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"133,999,399",Investment Grade,5.7093280,316.3,"125,000,000",Italy,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
NATWEST MARKETS PLC,NWGWE,2.7220,2/03/2023,2/03/2020,XS2128068629,Euro,Eurobond,Corporate,Note,Fixed Margin over Index,"107,199,519",Investment Grade,3.4122840,--,"100,000,000",United Kingdom,Banking,A+,Actual,Rating Outlook Stable,,Foreign
BNP Paribas SA,BNPP,3.2500,2/03/2023,3/03/2013,US05574LFY92,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,4.5057970,49.2,"1,000,000,000",France,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Landesbank Hessen Thueringen Girozentrale,HLBG,0.7000,2/03/2023,2/03/2016,DE000HLB2FR4,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"107,199,519",Investment Grade,3.5516840,95.8,"100,000,000",Germany,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Intesa Sanpaolo SpA,ISP,3.5820,2/03/2023,2/03/2016,XS1374993712,Euro,Eurobond,Corporate,Note,Fixed Margin over Index,"482,397,838",Investment Grade,3.0889120,--,"450,000,000",Italy,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
UniCredit SpA,CRDI,2.0000,3/03/2023,3/03/2016,XS1374865555,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,179,194,717",Investment Grade,3.0832060,13.4,"1,100,000,000",Italy,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
Westpac Banking Corp,WBC,0.3750,4/03/2023,4/09/2017,XS1676933937,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"803,996,398",Investment Grade,2.7300070,-3.0,"750,000,000",Australia,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Banco de Sabadell SA,SABE,0.8750,4/03/2023,4/12/2017,XS1731105612,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,071,995,197",Investment Grade,3.2988870,51.4,"1,000,000,000",Spain,Banking,BBB-,Actual,Rating Outlook Stable,,Foreign
Hyundai Capital Services Inc,HYMTRD,3.7500,4/03/2023,4/03/2018,USY3815NBA82,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.2765200,96.3,"500,000,000",South Korea,Financial - Other,BBB+,Actual,Rating Outlook Stable,,Foreign
Hyundai Capital Services Inc,HYMTRD,3.7500,4/03/2023,4/03/2018,US44920UAM09,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.2391160,93.1,"500,000,000",South Korea,Financial - Other,BBB+,Actual,Rating Outlook Stable,,Foreign
Mizuho Financial Group Inc,MZFG,3.5490,4/03/2023,4/03/2018,US60687YAP43,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"850,000,000",Investment Grade,5.0232750,69.4,"850,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Mizuho Financial Group Inc,MZFG,5.5550,4/03/2023,4/03/2018,US60687YAQ26,US Dollar,United States,Corporate,Note,Fixed Margin over Index,"850,000,000",Investment Grade,4.9224070,--,"850,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Citigroup Inc,C,6.3930,5/03/2023,5/03/2008,XS0350626965,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"107,199,519",Investment Grade,4.4940470,191.8,"100,000,000",United States,Banking,A,Actual,Rating Outlook Stable,,Foreign
BDO Unibank Inc,BDO,2.9500,5/03/2023,5/09/2017,XS1673684509,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"700,000,000",Investment Grade,7.2108360,351.9,"700,000,000",Philippines,Banking,BBB-,Actual,Rating Outlook Negative,,Foreign
Westpac Banking Corp,WBC,3.8986,5/03/2023,5/03/2018,AU3FN0040994,Australian Dollar,Australia,Corporate,Note,Fixed Margin over Index,"1,636,775,204",Investment Grade,3.3905070,--,"2,350,000,000",Australia,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Westpac Banking Corp,WBC,3.2000,5/03/2023,5/03/2018,AU3CB0251189,Australian Dollar,Australia,Corporate,Note,Plain Vanilla Fixed Coupon,"174,125,021",Investment Grade,3.5024500,-18.2,"250,000,000",Australia,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Societe Generale SA,SOGN,2.4250,5/03/2023,5/03/2018,FR0013321791,Euro,France,Corporate,Bond,Fixed Margin over Index,"1,071,995,197",Investment Grade,2.6194250,--,"1,000,000,000",France,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Emirates NBD Bank PJSC,ENBD,3.0500,5/03/2023,5/03/2019,XS1960069406,Singapore Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"97,869,457",Investment Grade,5.0245950,113.7,"130,000,000",United Arab Emirates,Banking,A+,Actual,Rating Outlook Stable,,Foreign
thyssenkrupp AG,TKAG,1.8750,5/03/2023,5/09/2019,DE000A2YN6V1,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,071,995,197",High Yield,5.6379910,308.9,"1,000,000,000",Germany,Metals/Mining,BB-,Actual,Rating Outlook Stable,,Foreign
National Bank of Canada,NA,5.0626,5/03/2023,5/03/2020,US63307A2K08,US Dollar,United States,Corporate,Note,Fixed then Floating,"100,000,000",Investment Grade,--,--,"100,000,000",Canada,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Philip Morris International Inc,PM,2.6250,5/03/2023,3/03/2013,US718172AV10,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"600,000,000",Investment Grade,5.6432010,170.3,"600,000,000",United States,Tobacco,A,Actual,Rating Outlook Stable,,Foreign
John Deere Capital Corp,DEJCP,2.8000,5/03/2023,3/03/2016,US24422ETG43,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,4.2758730,7.6,"1,000,000,000",United States,Financial - Other,A+,Actual,Rating Outlook Stable,,Foreign
Sumitomo Mitsui Financial Group Inc,SUMFG,3.6040,6/03/2023,6/09/2017,XS1665510134,Australian Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"208,950,026",Investment Grade,3.9601580,27.0,"300,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Sumitomo Mitsui Financial Group Inc,SUMFG,4.3184,6/03/2023,6/09/2017,XS1665510308,Australian Dollar,Eurobond,Corporate,Note,Fixed Margin over Index,"313,425,039",Investment Grade,4.2428540,--,"450,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
